City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Atuona,0,PF,1566338730,74,-9.8,-139.03,79.97,20.58
Quelimane,20,MZ,1566338731,77,-17.88,36.89,69.8,8.05
Hilo,40,US,1566338732,66,19.71,-155.08,84.2,4.7
Te Anau,100,NZ,1566338734,84,-45.41,167.72,38.21,3.91
Port Alfred,4,ZA,1566338735,92,-33.59,26.89,55.99,3.0
Teya,75,MX,1566338736,94,21.05,-89.07,81.0,5.82
Ruidoso,1,US,1566338737,46,33.33,-105.67,91.4,12.44
Busselton,0,AU,1566338738,65,-33.64,115.35,62.51,20.33
Porto Belo,75,BR,1566338739,72,-27.15,-48.54,60.8,4.7
Upernavik,100,GL,1566338742,86,72.79,-56.15,42.89,4.92
Ati,100,TD,1566338743,83,13.21,18.34,76.55,6.06
Punta Arenas,20,CL,1566338744,75,-53.16,-70.91,41.0,13.87
Sioux Lookout,40,CA,1566338521,49,50.1,-91.92,69.8,10.29
Saint-Augustin,5,CA,1566338746,39,45.63,-73.98,82.99,8.05
Airai,29,TL,1566338748,76,-8.93,125.41,65.75,5.01
Albany,20,US,1566338749,45,42.65,-73.75,86.0,6.93
Muros,0,ES,1566338750,82,42.77,-9.06,73.0,5.82
Butaritari,6,KI,1566338751,71,3.07,172.79,84.83,10.29
Nouadhibou,0,MR,1566338752,73,20.93,-17.03,73.4,20.8
New Norfolk,74,AU,1566338753,84,-42.78,147.06,42.01,3.0
Grand-Santi,3,GF,1566338756,95,4.27,-54.38,78.89,2.59
Tasiilaq,0,GL,1566338757,39,65.61,-37.64,48.2,11.41
Kapaa,40,US,1566338758,78,22.08,-159.32,84.0,13.87
Port Blair,100,IN,1566338759,81,11.67,92.75,83.03,21.39
Kumluca,0,TR,1566338760,64,36.37,30.29,61.97,3.36
Rock Sound,100,BS,1566338762,74,24.9,-76.2,83.39,10.83
Thompson,75,CA,1566338763,76,55.74,-97.86,57.2,11.41
East London,16,ZA,1566338764,92,-33.02,27.91,52.43,3.83
Bredasdorp,0,ZA,1566338766,87,-34.53,20.04,54.0,5.82
Ushuaia,0,AR,1566338769,60,-54.81,-68.31,42.8,6.93
Mataura,97,NZ,1566338576,75,-46.19,168.86,44.01,4.0
Nikolskoye,40,RU,1566338771,77,59.7,30.79,63.0,4.47
Bluff,0,AU,1566338772,54,-23.58,149.07,48.11,5.91
Faya,0,SA,1566338773,68,18.39,42.45,73.4,3.36
Iqaluit,20,CA,1566338775,53,63.75,-68.52,51.8,5.82
Avarua,0,CK,1566338631,88,-21.21,-159.78,77.0,3.36
Salinas,1,US,1566338675,53,36.67,-121.66,82.99,8.05
Djenne,100,ML,1566338778,64,13.91,-4.55,83.93,7.29
Norman Wells,20,CA,1566338779,41,65.28,-126.83,57.2,12.75
Saskylakh,100,RU,1566338780,85,71.97,114.09,48.29,10.27
Victoria,90,BN,1566338649,94,5.28,115.24,78.8,14.99
Castro,90,CL,1566338552,81,-42.48,-73.76,48.2,10.29
Narsaq,0,GL,1566338784,54,60.91,-46.05,55.4,6.93
Worland,1,US,1566338785,21,44.02,-107.96,93.99,8.05
Puerto Ayora,20,EC,1566338637,65,-0.74,-90.35,77.0,24.16
Mehamn,0,NO,1566338787,93,71.03,27.85,50.0,5.82
Broome,32,GB,1566338788,71,52.47,1.45,59.0,3.36
Kodiak,1,US,1566338789,74,39.95,-94.76,91.99,11.41
Kologriv,85,RU,1566338790,96,58.83,44.31,60.35,3.51
Barrow,19,AR,1566338793,53,-38.31,-60.23,46.31,3.65
Tilichiki,100,RU,1566338794,85,60.47,166.1,53.69,3.33
Adrar,0,DZ,1566338795,8,27.87,-0.29,98.6,13.87
Carnarvon,0,ZA,1566338796,28,-30.97,22.13,53.15,7.74
Coihaique,75,CL,1566338797,39,-45.58,-72.07,53.6,14.99
Kashary,0,RU,1566338798,67,49.04,41.01,72.23,11.92
Santa Maria,0,BR,1566338800,25,-16.02,-48.01,84.2,5.82
Kudahuvadhoo,51,MV,1566338801,76,2.67,72.89,82.13,8.3
Pozo Colorado,0,PY,1566338802,29,-23.49,-58.8,74.75,5.44
Khatanga,100,RU,1566338804,80,71.98,102.47,48.11,8.3
Sao Joao da Barra,75,BR,1566338585,83,-21.64,-41.05,73.4,4.7
Mahibadhoo,61,MV,1566338806,78,3.78,72.97,81.77,10.04
Sao Felix do Xingu,17,BR,1566338808,32,-6.64,-51.99,91.67,4.36
Cabo San Lucas,20,MX,1566338615,52,22.89,-109.91,100.99,11.41
Rikitea,0,PF,1566338811,79,-23.12,-134.97,72.59,6.96
Tuktoyaktuk,75,CA,1566338812,65,69.44,-133.03,46.4,10.29
Port Lincoln,100,AU,1566338813,83,-34.72,135.86,56.75,17.72
Chuy,63,UY,1566338814,74,-33.69,-53.46,45.05,11.77
Qaanaaq,98,GL,1566338816,90,77.48,-69.36,34.79,2.19
Manzhouli,100,CN,1566338817,94,49.6,117.43,51.71,22.57
Jamestown,80,AU,1566338818,92,-33.21,138.6,45.41,4.7
Victor Harbor,75,AU,1566338819,87,-35.55,138.62,55.99,8.05
Nanortalik,99,GL,1566338820,95,60.14,-45.24,40.55,5.32
Chapais,90,CA,1566338821,49,49.78,-74.86,73.4,9.17
San Patricio,0,PY,1566338824,65,-26.98,-56.83,60.17,6.91
Huilong,66,CN,1566338825,79,31.15,106.5,77.81,2.19
Washougal,1,US,1566338826,37,45.58,-122.35,86.0,5.19
Cotonou,40,BJ,1566338827,88,6.37,2.43,78.8,11.41
Provideniya,0,RU,1566338830,62,64.42,-173.23,55.4,4.47
Luderitz,29,NA,1566338833,26,-26.65,15.16,72.41,22.32
Mahebourg,75,MU,1566338835,88,-20.41,57.7,71.01,12.75
Shadrinsk,82,RU,1566338836,95,56.09,63.63,55.31,11.36
Mayumba,28,GA,1566338838,90,-3.44,10.65,72.41,7.94
Sambava,86,MG,1566338839,97,-14.27,50.17,65.39,2.51
Ormara,23,PK,1566338840,82,25.21,64.64,79.25,11.86
Bethel,1,US,1566338826,58,60.79,-161.76,59.0,12.75
Lata,0,IN,1566338842,88,30.78,78.62,37.49,2.08
Naze,100,NG,1566338843,91,5.43,7.07,75.47,2.91
Yellowknife,75,CA,1566338613,54,62.45,-114.38,57.2,8.05
Vaini,100,IN,1566338845,91,15.34,74.49,76.73,2.33
Esperance,0,AU,1566338847,81,-33.86,121.89,44.6,10.29
Acapulco,75,MX,1566338848,70,16.86,-99.88,86.0,17.22
Meoqui,20,MX,1566338849,35,28.27,-105.48,89.6,5.82
Hobart,75,AU,1566338814,81,-42.88,147.33,45.0,33.33
Dikson,80,RU,1566338851,90,73.51,80.55,43.43,4.05
Kaitangata,60,NZ,1566338852,64,-46.28,169.85,44.01,1.99
Cidreira,39,BR,1566338854,81,-30.17,-50.22,51.71,9.57
Ust-Tsilma,72,RU,1566338855,97,65.44,52.15,56.03,4.79
Saint-Philippe,1,CA,1566338856,45,45.36,-73.48,84.2,3.36
Lorengau,100,PG,1566338857,82,-2.02,147.27,78.71,11.32
Belaya Gora,5,RU,1566338858,46,68.54,146.19,65.75,4.03
Hermanus,0,ZA,1566338859,90,-34.42,19.24,54.0,11.01
Kaseda,75,JP,1566338861,100,31.42,130.32,75.2,2.24
Nhulunbuy,40,AU,1566338862,60,-12.18,136.78,73.4,13.87
Arraial do Cabo,75,BR,1566338863,88,-22.97,-42.02,71.6,3.36
Ancud,90,CL,1566338864,81,-41.87,-73.83,48.2,10.29
Severo-Kurilsk,100,RU,1566338865,96,50.68,156.12,48.65,1.5
Port Elizabeth,1,US,1566338866,74,39.31,-74.98,90.0,9.17
Chokurdakh,65,RU,1566338868,61,70.62,147.9,54.05,8.88
Morgan City,75,US,1566338869,79,29.7,-91.21,93.2,6.93
Waipawa,100,NZ,1566338870,92,-39.94,176.59,46.99,6.24
Pitimbu,0,BR,1566338871,78,-7.47,-34.81,75.2,6.93
Alakurtti,24,RU,1566338872,88,66.96,30.34,50.0,5.61
Tumbagaan,100,PH,1566338873,76,5.37,120.31,83.03,13.11
Dingle,100,PH,1566338875,86,11.0,122.67,74.93,5.64
Padang,98,ID,1566338876,83,-0.92,100.36,80.15,15.57
Broken Hill,0,AU,1566338877,81,-31.97,141.45,44.6,8.05
Weymouth,1,US,1566338642,29,42.22,-70.94,87.8,3.36
Cape Town,0,ZA,1566338672,71,-33.93,18.42,57.2,14.99
Kruisfontein,0,ZA,1566338880,89,-34.0,24.73,46.85,2.33
Kavieng,100,PG,1566338881,80,-2.57,150.8,79.61,6.6
Souillac,0,FR,1566338882,77,45.6,-0.6,64.4,2.24
Bon Accord,1,CA,1566338884,56,53.84,-113.41,75.0,8.05
Tura,100,RU,1566338885,66,64.27,100.22,49.55,4.61
Los Llanos de Aridane,90,ES,1566338886,83,28.66,-17.92,73.4,14.99
Lapeer,40,US,1566338887,66,43.05,-83.32,87.01,4.7
Novocheboksarsk,0,RU,1566338889,93,56.11,47.49,62.6,2.24
Jiwani,0,PK,1566338892,81,25.05,61.74,81.41,13.11
Oktyabrskoye,41,RU,1566338893,93,56.73,85.44,51.01,2.48
Storforshei,40,NO,1566338894,93,66.4,14.52,53.6,1.12
Lompoc,1,US,1566338648,60,34.64,-120.46,82.99,18.34
Hithadhoo,82,MV,1566338897,73,-0.6,73.08,82.85,9.08
Mar del Plata,3,AR,1566338898,71,-46.43,-67.52,39.11,14.65
Zhanaozen,0,KZ,1566338899,16,43.35,52.85,83.93,12.12
Aksarka,0,RU,1566338900,87,66.56,67.8,48.65,1.25
Nome,40,US,1566338901,74,30.04,-94.42,87.8,5.82
Osoyoos,75,CA,1566338903,28,49.03,-119.47,89.6,8.05
Lakes Entrance,99,AU,1566338904,81,-37.88,147.99,57.0,5.01
Sao Filipe,6,CV,1566338905,88,14.9,-24.5,77.63,10.13
Palana,0,RU,1566338906,90,59.08,159.95,52.79,7.9
Awjilah,0,LY,1566338907,59,29.14,21.3,76.01,12.3
Katsuura,75,JP,1566338908,100,33.93,134.5,81.0,5.82
Shenxian,100,CN,1566338910,97,36.24,115.67,72.59,4.41
Ponta do Sol,88,BR,1566338911,86,-20.63,-46.0,64.67,2.95
Thio,20,NC,1566338912,60,-21.61,166.22,68.0,9.17
Cap-aux-Meules,5,CA,1566338913,64,47.38,-61.86,71.6,14.99
Georgetown,40,GY,1566338914,74,6.8,-58.16,86.0,6.93
Faanui,11,PF,1566338915,80,-16.48,-151.75,80.15,14.74
Anahuac,0,MX,1566338917,53,26.44,-109.02,105.01,5.99
Pimentel,26,BR,1566338918,59,-3.7,-45.5,84.65,4.85
Luwuk,100,ID,1566338919,96,-0.95,122.79,61.25,8.28
Rajgarh,99,IN,1566338921,88,24.01,76.73,76.19,9.6
Pangnirtung,20,CA,1566338922,76,66.15,-65.72,50.0,17.22
Pevek,100,RU,1566338924,78,69.7,170.27,44.87,11.21
Vardo,1,US,1566338925,78,39.62,-77.74,91.4,6.93
Nuuk,75,GL,1566338926,87,64.17,-51.74,44.6,8.05
Vylkove,0,UA,1566338927,50,45.4,29.58,71.69,7.27
Barra Velha,75,BR,1566338928,72,-26.63,-48.68,60.8,4.7
Husavik,0,CA,1566338929,30,50.56,-96.99,71.01,5.99
Carlagan,100,PH,1566338932,80,14.97,122.05,80.51,8.48
Laramie,1,US,1566338713,8,41.31,-105.59,89.6,8.05
Bilma,75,NE,1566338934,55,18.69,12.92,83.93,15.55
Portland,1,US,1566338887,51,43.66,-70.25,82.4,8.05
Port Hardy,90,CA,1566338936,77,50.7,-127.42,62.6,6.93
Mezen,100,RU,1566338938,96,65.85,44.24,55.49,3.13
Wilmington,1,US,1566338793,70,39.75,-75.55,90.0,8.05
Severo-Yeniseyskiy,51,RU,1566338940,70,60.37,93.04,50.81,2.57
Kysyl-Syr,97,RU,1566338941,98,63.9,122.77,53.51,4.5
Elko,1,US,1566338943,9,40.83,-115.76,93.99,8.05
Kieta,91,PG,1566338944,74,-6.22,155.63,80.15,4.61
Klaksvik,62,FO,1566338946,93,62.23,-6.59,42.8,6.93
Tabou,100,CI,1566338947,91,4.42,-7.36,74.21,7.85
Kailua,90,US,1566338948,61,21.39,-157.74,89.6,11.41
Kamaishi,98,JP,1566338949,97,39.28,141.86,64.67,0.54
Arys,0,KZ,1566338950,31,42.43,68.8,73.4,4.47
Alyangula,48,AU,1566338952,49,-13.85,136.42,69.8,10.29
Salalah,90,OM,1566338953,100,17.01,54.1,75.2,5.82
Namibe,100,AO,1566338954,86,-15.19,12.15,66.83,5.01
Pochutla,75,MX,1566338955,66,15.74,-96.47,88.0,13.87
Lebu,30,ET,1566338956,89,8.96,38.73,55.13,2.24
Hasaki,75,JP,1566338957,94,35.73,140.83,75.2,2.24
Laguna,75,BZ,1566338959,83,16.17,-88.94,84.2,6.93
Aleksandrov Gay,0,RU,1566338960,23,50.14,48.57,79.25,5.23
Cayenne,0,GF,1566338962,70,4.94,-52.33,84.2,5.82
Soyo,0,AO,1566338963,83,-6.13,12.37,73.49,10.58
Calvinia,0,ZA,1566338964,26,-31.47,19.78,58.01,5.21
Tiksi,100,RU,1566338965,95,71.64,128.87,46.49,5.35
Guantanamo,70,BO,1566338968,35,-16.14,-62.05,86.0,11.41
Port-Cartier,75,CA,1566338969,82,50.03,-66.88,66.99,8.05
Banjarmasin,20,ID,1566338700,83,-3.32,114.59,75.2,2.24
Isangel,75,VU,1566338971,73,-19.55,169.27,71.6,6.93
Cockburn Town,100,TC,1566338786,79,21.46,-71.14,83.57,16.24
Opuwo,0,NA,1566338973,19,-18.06,13.84,61.07,6.38
Vila Franca do Campo,40,PT,1566338974,94,37.72,-25.43,71.6,8.05
Ribeira Grande,40,PT,1566338976,83,38.52,-28.7,73.4,13.87
Dover,1,US,1566338955,40,39.16,-75.52,90.0,4.7
Springfield,1,US,1566338713,29,42.1,-72.59,89.01,6.93
Dhidhdhoo,75,MV,1566338980,82,6.88,73.1,81.59,12.46
Vila Velha,0,BR,1566338981,69,-3.71,-38.6,80.6,11.41
Santiago del Estero,0,AR,1566338982,32,-27.8,-64.26,65.03,7.94
Riberalta,75,BO,1566338984,74,-11.0,-66.08,78.8,4.21
Angoche,0,MZ,1566338985,74,-16.23,39.91,67.01,5.97
Lunavada,80,IN,1566338987,85,23.13,73.61,78.71,6.55
Alofi,75,NU,1566338920,83,-19.06,-169.92,77.0,3.36
Ucluelet,75,CA,1566338989,77,48.94,-125.55,75.99,13.87
Khon Kaen,75,TH,1566338990,88,16.43,102.84,77.0,4.7
Pisco,90,PE,1566338992,30,-13.71,-76.2,71.6,5.82
Kaoma,0,ZM,1566338993,29,-14.8,24.8,58.01,7.0
Port Hedland,0,AU,1566338994,17,-20.31,118.58,64.4,12.75
Sarakhs,0,TM,1566338995,29,36.54,61.16,75.2,4.7
Hovd,75,NO,1566338996,93,63.83,10.7,57.0,4.7
Codrington,0,AU,1566338999,70,-28.95,153.24,55.99,4.7
Kang,0,BW,1566339000,23,-23.67,22.79,56.93,5.12
Ilulissat,40,GL,1566339001,75,69.22,-51.1,44.6,3.36
Saint George,0,GR,1566339002,68,39.45,22.34,71.6,3.29
Alekseyevsk,2,RU,1566339004,96,57.84,108.35,43.61,1.66
Ballina,27,IE,1566339008,96,54.11,-9.15,60.01,15.99
Taltal,0,CL,1566339009,65,-25.41,-70.49,57.83,3.22
Altay,87,CN,1566339010,80,47.83,88.13,46.13,1.43
Kisangani,76,CD,1566339012,93,0.52,25.21,72.59,2.04
Goya,0,AR,1566339013,54,-29.14,-59.27,60.17,8.5
Centralina,58,BR,1566338718,36,-18.58,-49.2,84.47,3.2
Mitsamiouli,70,KM,1566339016,82,-11.38,43.28,76.55,23.8
Sinnamary,1,GF,1566339017,81,5.38,-52.96,81.59,15.14
Mongagua,90,BR,1566338863,100,-24.09,-46.62,63.0,3.36
Forbes,18,AU,1566339019,77,-33.38,148.01,50.0,1.01
Zhigansk,100,RU,1566339021,90,66.77,123.37,53.87,1.9
Villa Rica,75,CO,1566339022,48,3.18,-76.46,86.0,11.41
Chichibu,40,JP,1566339023,94,35.99,139.07,81.0,3.36
Lasa,20,CY,1566339024,78,34.92,32.53,77.0,3.36
Tupik,100,RU,1566339026,98,54.43,119.94,47.21,9.93
Komsomolskiy,0,RU,1566339027,89,67.55,63.78,50.81,6.98
Sangmelima,100,CM,1566339029,98,2.93,11.98,67.73,4.41
Ponta Delgada,40,PT,1566339031,94,37.73,-25.67,71.6,8.05
Anadyr,0,RU,1566339032,58,64.73,177.51,55.4,8.95
Cherskiy,89,RU,1566339033,54,68.75,161.3,65.03,2.71
Soto la Marina,17,MX,1566338857,29,23.77,-98.21,99.23,17.49
Sitka,89,US,1566339035,29,37.17,-99.65,100.99,11.01
Banjar,84,ID,1566339036,94,-7.37,108.54,68.27,1.59
Tessalit,7,ML,1566339038,14,20.2,1.01,99.41,1.5
Trairi,6,BR,1566339039,68,-3.28,-39.27,76.01,6.78
Matucana,0,PE,1566339040,45,-11.84,-76.39,60.17,8.28
Aykhal,90,RU,1566339042,100,65.95,111.51,50.0,4.47
Whyalla,0,AU,1566339043,87,-33.04,137.58,46.4,9.17
Sibolga,100,ID,1566339045,87,1.74,98.78,77.63,3.62
Fort Nelson,90,CA,1566339046,93,58.81,-122.69,46.4,3.36
Kulhudhuffushi,100,MV,1566339047,82,6.62,73.07,81.59,12.24
Lerwick,15,GB,1566339048,76,60.15,-1.15,51.8,4.7
Gweru,21,ZW,1566339049,80,-19.46,29.82,55.13,16.64
Marsh Harbour,1,BS,1566339050,69,26.54,-77.06,85.55,9.78
Fortuna,1,US,1566339052,60,40.6,-124.16,71.6,18.34
Gao,44,ML,1566339053,36,16.28,-0.04,94.55,9.33
Saint-Pierre,0,FR,1566339054,72,48.95,4.24,60.8,1.12
North Bend,40,US,1566338936,68,43.41,-124.22,66.99,6.93
Tuatapere,100,NZ,1566339056,75,-46.13,167.69,44.01,3.0
Agirish,0,RU,1566339057,85,61.92,63.02,50.99,4.43
Solnechnyy,100,RU,1566339059,99,50.72,136.64,52.25,3.18
Shaowu,0,CN,1566339060,73,27.34,117.49,73.13,2.06
Antonio Escobedo,27,MX,1566339061,43,20.8,-104.02,91.0,1.99
Wasilla,90,US,1566339062,38,61.58,-149.44,63.0,4.7
Kaeo,18,NZ,1566339064,100,-35.1,173.78,55.99,1.01
Metro,39,ID,1566339065,88,-5.11,105.31,71.15,3.36
Dunedin,0,NZ,1566338924,64,-45.87,170.5,48.99,14.0
