City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Necochea,0,AR,1566339067,77,-38.55,-58.74,41.0,6.76
Kasempa,0,ZM,1566339069,27,-13.46,25.83,61.25,7.81
Namwala,0,ZM,1566339071,33,-15.75,26.45,59.81,5.57
Longyearbyen,75,NO,1566339072,86,78.22,15.63,39.2,8.05
Alekseyevka,0,RU,1566339073,88,53.25,50.49,64.4,6.71
Jian,100,IN,1566339074,83,25.65,87.89,81.77,6.96
Otane,100,NZ,1566339075,92,-39.89,176.62,46.99,6.24
Diamantino,21,BR,1566339076,26,-14.4,-56.44,93.29,6.69
Punta de Piedra,100,VE,1566339079,98,7.62,-71.49,71.15,5.03
Vila,0,IT,1566339080,100,45.18,8.4,75.99,11.41
Port Moresby,20,PG,1566339081,88,-9.47,147.16,69.8,3.36
Miyako,75,JP,1566339082,100,33.63,130.94,80.6,4.7
Baykit,75,RU,1566339083,70,61.68,96.39,50.81,4.45
Saldanha,59,PT,1566339085,35,41.42,-6.55,70.97,9.93
Okha,100,RU,1566339086,92,53.59,142.95,51.89,15.95
Grand Forks,1,US,1566339088,40,47.91,-97.06,75.2,11.41
Zandvoort,0,NL,1566339089,82,52.37,4.53,61.0,4.7
Langsa,99,ID,1566339090,94,4.47,97.97,68.27,2.8
Renqiu,0,CN,1566339092,85,38.71,116.1,64.85,4.97
Valparaiso,90,US,1566338904,100,41.47,-87.06,77.0,5.82
Paamiut,100,GL,1566339094,96,61.99,-49.67,39.11,15.55
Verkhnevilyuysk,81,RU,1566339096,98,63.45,120.31,51.35,3.74
Monrovia,75,LR,1566339097,94,6.33,-10.8,77.0,11.03
Azuqueca de Henares,0,ES,1566339099,50,40.57,-3.26,75.99,9.17
Palmas,0,BR,1566338889,23,-10.18,-48.33,95.0,2.24
Talara,0,PE,1566338803,290,-4.58,-81.27,62.6,16.4
Bathsheba,40,BB,1566339102,70,13.22,-59.52,84.2,12.75
Tanabe,100,JP,1566339103,89,33.73,135.39,82.0,3.27
Praia da Vitoria,90,PT,1566339104,100,38.73,-27.07,69.8,20.98
Kavakli,0,TR,1566339105,88,41.09,28.33,75.99,6.93
Grindavik,90,IS,1566339107,76,63.84,-22.43,53.6,24.16
Comodoro Rivadavia,0,AR,1566339108,65,-45.87,-67.48,44.6,12.75
Kutum,95,SD,1566339109,61,14.2,24.66,77.45,3.91
Lagoa,0,PT,1566339110,50,37.14,-8.45,75.2,9.17
Whitecourt,20,CA,1566339111,64,54.14,-115.68,69.8,11.41
Wloclawek,100,PL,1566339112,52,52.65,19.07,68.63,6.42
Athabasca,34,CA,1566339115,60,54.72,-113.29,68.45,10.6
Grand Gaube,75,MU,1566339117,88,-20.01,57.66,71.01,12.75
Varhaug,40,NO,1566339118,82,58.61,5.65,55.99,6.93
Gaoua,100,BF,1566339119,95,10.33,-3.18,71.33,2.57
Tecoanapa,75,MX,1566339122,70,16.99,-99.26,87.8,11.41
Bereznik,70,RU,1566339123,96,62.86,42.71,57.29,4.32
Inhambane,3,MZ,1566339124,87,-23.87,35.38,58.37,3.76
Mecca,21,SA,1566339125,32,21.43,39.83,88.79,7.78
Flin Flon,75,CA,1566339127,48,54.77,-101.88,62.6,20.8
Ahuimanu,90,US,1566339114,61,21.44,-157.84,89.6,11.41
Catumbela,10,AO,1566339129,93,-12.43,13.55,64.85,1.36
Sydney,0,AU,1566339082,50,-33.85,151.22,59.0,23.04
Clyde River,75,CA,1566339131,75,70.47,-68.59,46.4,20.8
Sur,0,OM,1566338931,73,22.57,59.53,76.37,14.74
Pontianak,35,ID,1566339134,80,-0.02,109.34,78.35,9.26
Bilbor,0,RO,1566339136,82,47.07,25.49,64.99,6.17
Okhotsk,0,RU,1566339137,82,59.36,143.24,55.67,1.16
Kitahiroshima,75,JP,1566339138,100,42.96,141.52,69.01,4.7
Sorland,70,NO,1566339139,86,67.67,12.69,55.49,20.27
Margate,75,AU,1566339140,81,-43.03,147.26,45.0,33.33
Impfondo,60,CD,1566339142,94,1.62,18.06,71.69,1.95
Troy,20,US,1566339120,45,42.73,-73.69,86.0,6.93
Lebedinyy,100,RU,1566339144,90,58.52,125.52,47.75,0.2
Svetlogorsk,40,RU,1566339145,77,53.14,59.15,62.6,6.71
Byron Bay,0,AU,1566339146,66,-28.65,153.62,60.01,3.36
Meiganga,100,CM,1566339147,96,6.52,14.29,67.19,2.3
Murmashi,0,RU,1566339148,81,68.82,32.82,50.0,4.47
Sept-Iles,75,CA,1566339002,82,50.2,-66.38,66.99,8.05
Verkhniy Fiagdon,40,RU,1566339151,100,42.83,44.31,71.01,4.47
Bosaso,64,SO,1566339152,65,11.28,49.18,86.27,9.69
Qabaqcol,40,AZ,1566339153,31,41.72,46.26,78.8,13.87
Coquimbo,75,CL,1566339154,87,-29.95,-71.34,53.6,14.99
Guira de Melena,75,CU,1566339155,59,22.79,-82.51,89.6,3.36
Huarmey,0,PE,1566339157,88,-10.07,-78.15,59.99,13.6
Netarhat,67,IN,1566339158,91,23.45,84.31,71.69,2.62
Skjervoy,2,NO,1566339159,94,70.03,20.97,48.83,1.77
Tocopilla,90,CL,1566339160,84,-22.09,-70.2,55.49,6.44
Bronnoysund,27,NO,1566339161,82,65.46,12.2,55.99,17.22
Arlit,100,NE,1566339164,36,18.74,7.39,92.03,17.11
Kautokeino,0,NO,1566339165,86,69.01,23.04,48.65,6.42
Abbeville,0,FR,1566339166,77,50.11,1.83,59.0,13.94
Ourem,0,PT,1566339167,88,39.64,-8.59,73.0,4.7
Aripuana,90,BR,1566339169,84,-9.17,-60.63,73.49,3.94
Sola,100,TZ,1566339170,38,-3.17,33.8,74.39,4.65
Nantucket,1,US,1566339171,54,41.28,-70.1,81.0,9.17
Labytnangi,0,RU,1566339172,92,66.66,66.39,46.85,0.98
Hope,1,US,1566339173,50,33.67,-93.59,99.0,4.7
Port Shepstone,91,ZA,1566339175,79,-30.74,30.45,56.21,4.76
Sistranda,40,NO,1566339176,82,63.73,8.83,57.0,13.87
Mareeba,75,AU,1566339177,72,-16.99,145.42,69.01,13.87
Camacha,75,PT,1566339178,73,33.08,-16.33,73.4,9.17
Bani Walid,0,LY,1566339180,70,31.76,14.0,69.35,10.6
Bonavista,90,CA,1566339181,78,48.65,-53.11,66.99,7.0
Hastings,100,NZ,1566339183,95,-39.64,176.84,45.95,6.24
Tokur,100,RU,1566339184,99,53.13,132.9,48.29,4.27
Turayf,0,SA,1566339185,26,31.68,38.65,78.8,9.17
Aswan,0,EG,1566339186,26,24.09,32.9,91.4,5.82
Tomatlan,95,MX,1566339187,74,19.93,-105.25,85.73,14.2
Uribia,0,CO,1566339189,45,11.71,-72.27,92.93,14.88
Pimampiro,75,EC,1566339190,71,0.39,-77.94,53.6,13.87
Trinidad,46,BO,1566339050,45,-14.83,-64.9,84.2,4.7
Bonfim,98,GY,1566339192,58,3.36,-59.84,86.45,7.45
Ibra,0,OM,1566339194,65,22.69,58.55,76.01,4.88
Effingham,1,US,1566339066,47,39.12,-88.54,81.0,5.82
Torbay,90,CA,1566339197,94,47.66,-52.73,70.0,20.8
Dickinson,1,US,1566339068,38,46.88,-102.79,78.01,5.82
Qaqortoq,0,GL,1566339200,54,60.72,-46.03,55.4,6.93
Axim,100,GH,1566339201,91,4.87,-2.24,74.57,7.09
Hamilton,75,CA,1566339202,54,43.26,-79.87,86.0,11.41
Yar-Sale,0,RU,1566339203,82,66.83,70.83,46.49,4.21
Masallatah,0,LY,1566339205,71,32.62,14.0,72.23,12.55
Ipixuna,40,BR,1566339206,78,-1.76,-48.8,82.4,9.17
Nizhneangarsk,0,RU,1566339207,83,55.78,109.57,38.75,4.74
Quatre Cocos,75,MU,1566339208,88,-20.21,57.76,71.01,12.75
Bow Island,75,CA,1566339209,30,49.87,-111.38,82.99,10.29
Hoi An,40,VN,1566339211,55,15.88,108.33,87.8,3.36
Prince George,1,CA,1566339212,56,53.92,-122.75,75.0,3.36
Palauig,100,PH,1566339213,79,15.44,119.9,83.03,10.25
Bestobe,100,KZ,1566339216,56,52.5,73.1,61.07,4.43
Hun,0,BE,1566339218,76,50.34,4.87,59.0,5.82
Shenjiamen,0,CN,1566339219,80,29.96,122.3,79.97,6.82
Ashtian,0,IR,1566339220,17,34.52,50.0,68.81,6.49
Gravdal,84,NO,1566339221,87,59.79,5.78,55.0,10.29
Gwadar,0,PK,1566339222,80,25.12,62.33,81.59,12.93
Geraldton,75,CA,1566339224,77,49.72,-86.95,64.4,8.05
Batticaloa,100,LK,1566339225,78,7.71,81.69,77.45,2.39
Ewa Beach,90,US,1566339226,61,21.32,-158.01,89.6,11.41
Ullapool,22,GB,1566339227,78,57.9,-5.16,54.0,3.0
Kirakira,40,SB,1566339228,81,-10.46,161.92,79.07,19.08
Miandrivazo,24,MG,1566339230,86,-19.53,45.46,65.21,3.09
Oume,75,CI,1566339231,94,6.38,-5.42,75.2,11.41
Garowe,33,SO,1566339232,38,8.41,48.48,84.11,22.66
Koulikoro,20,ML,1566339234,94,12.86,-7.56,75.2,2.24
Sinnai,0,IT,1566339236,83,39.3,9.2,80.6,4.7
Ahipara,7,NZ,1566339237,100,-35.17,173.16,55.0,1.01
Praia,0,BR,1566339238,41,-20.25,-43.81,81.0,8.05
Huanren,100,CN,1566339240,94,41.26,125.37,62.51,5.17
Mega,100,ET,1566339241,51,4.06,38.32,75.47,15.5
Oyama,75,JP,1566339243,94,36.31,139.8,84.0,2.24
Glen Allen,1,US,1566339053,55,37.67,-77.51,95.0,5.82
Bari,0,IT,1566339246,78,41.13,16.86,75.99,1.12
Fraga,0,ES,1566339247,93,41.52,0.35,66.0,2.24
Staunton,40,US,1566338705,62,38.15,-79.07,89.6,9.17
Consett,0,GB,1566339249,87,54.85,-1.83,55.4,2.24
Winslow,20,GB,1566339250,76,51.94,-0.88,60.8,9.17
Pong,76,CM,1566339251,99,4.23,10.63,71.69,2.51
Tual,3,ID,1566339253,77,-5.67,132.75,76.73,25.26
Jalu,0,LY,1566339254,41,29.03,21.55,79.61,13.49
Tuy Hoa,98,VN,1566339256,87,13.08,109.3,73.67,3.47
Norrkoping,0,SE,1566339257,87,58.59,16.18,59.0,8.05
Meridian,1,US,1566339202,16,43.61,-116.39,98.6,4.7
Grants Pass,1,US,1566339259,27,42.44,-123.33,91.99,4.7
Pontes e Lacerda,66,BR,1566339261,28,-15.23,-59.33,90.41,6.38
Izberbash,0,RU,1566339262,88,42.57,47.86,68.0,8.95
Kralendijk,40,BQ,1566339263,66,12.15,-68.27,87.8,18.34
Svarstad,4,NO,1566339264,87,59.4,9.97,59.0,6.93
Havre-Saint-Pierre,20,CA,1566339266,72,50.23,-63.6,66.2,21.92
Mayor Pablo Lagerenza,82,PY,1566339267,28,-19.93,-60.77,77.99,5.53
Rizhao,86,CN,1566339268,93,35.43,119.46,65.21,1.59
Guerrero Negro,0,MX,1566339271,85,27.97,-114.04,67.01,18.3
High Level,75,CA,1566339272,59,58.52,-117.13,62.6,12.75
Mizan Teferi,91,ET,1566339274,95,6.99,35.58,61.25,3.56
Sakaiminato,75,JP,1566339275,88,35.55,133.23,77.0,2.24
Norfolk,75,US,1566339234,66,36.85,-76.29,93.99,3.36
Egvekinot,0,RU,1566339277,60,66.32,-179.17,51.35,2.95
Hami,11,CN,1566339279,27,42.84,93.51,72.59,13.2
Marblehead,1,US,1566339280,60,42.5,-70.86,86.0,8.05
Georgiyevskoye,33,RU,1566339281,83,44.16,39.25,65.93,5.3
Touros,0,BR,1566339282,73,-5.2,-35.46,77.0,9.17
Yevlax,0,AZ,1566339284,49,40.61,47.15,72.05,7.16
Matagami,84,NG,1566339285,96,9.67,8.4,69.17,1.77
Santa Cruz de Tenerife,75,ES,1566339012,93,28.47,-16.25,73.4,14.99
Uray,0,RU,1566339287,81,60.13,64.8,50.27,3.67
Aklavik,75,CA,1566339290,66,68.22,-135.01,48.2,8.05
San Carlos,100,NI,1566339291,1,11.12,-84.78,73.99,3.71
Cardoso,5,BR,1566339292,53,-20.08,-49.91,79.61,12.46
Zyryanskoye,100,RU,1566339293,95,56.83,86.62,48.65,3.91
Ola,25,RU,1566339296,86,59.58,151.3,54.59,2.15
Ranau,75,MY,1566339297,88,5.95,116.67,75.2,6.93
Saint-Georges,0,CA,1566339298,53,46.12,-70.67,78.01,4.0
Constitucion,75,MX,1566339300,34,23.99,-104.67,82.0,4.7
Vao,0,EE,1566339301,91,59.1,26.19,54.41,6.96
Zhezkazgan,100,KZ,1566339302,38,47.8,67.71,69.17,3.69
Millinocket,1,US,1566339304,42,45.66,-68.71,80.6,7.38
Bandarbeyla,3,SO,1566339305,72,9.49,50.81,76.37,21.21
Honningsvag,75,NO,1566339306,87,70.98,25.97,50.0,5.82
Poum,0,MK,1566339310,55,41.28,20.71,63.59,3.36
Kualakapuas,20,ID,1566339311,83,-3.01,114.39,75.2,2.24
Nizhniy Ingash,34,RU,1566339312,78,56.2,96.53,53.33,3.69
Taoudenni,13,ML,1566339313,19,22.68,-3.98,102.65,21.97
Ternate,75,PH,1566339314,83,14.29,120.72,84.99,9.17
Telford,100,GB,1566339315,77,52.68,-2.45,59.0,9.17
Mennecy,0,FR,1566339317,63,48.57,2.43,64.0,4.7
Presidencia Roque Saenz Pena,0,AR,1566339318,40,-26.79,-60.44,65.21,5.68
Namatanai,100,PG,1566339319,91,-3.66,152.44,74.75,11.54
Poso,88,ID,1566339320,89,-1.4,120.75,57.65,5.82
Fairbanks,1,US,1566339106,41,64.84,-147.72,60.01,0.89
Mardin,0,TR,1566339322,17,37.32,40.72,89.6,11.41
Rabo de Peixe,40,PT,1566339324,94,37.8,-25.58,71.6,8.05
Mandiana,99,GN,1566339325,96,10.62,-8.7,73.49,3.09
Semnan,0,IR,1566339327,36,35.58,53.39,62.51,1.79
Tigil,73,RU,1566339328,83,57.8,158.67,56.39,4.16
Auki,76,NG,1566339329,91,12.18,6.51,73.13,5.3
Sivas,75,TR,1566339331,82,39.75,37.01,57.2,9.17
Resistencia,0,AR,1566339332,28,-27.45,-58.99,68.0,9.17
Ixtapa,40,MX,1566339333,63,20.71,-105.21,95.0,8.05
Funtua,100,NG,1566339334,94,11.52,7.31,69.89,6.42
Srednekolymsk,0,RU,1566339336,51,67.46,153.71,66.29,6.2
Kloulklubed,75,PW,1566339337,83,7.04,134.26,80.6,11.41
Ciudad Bolivar,38,VE,1566339339,63,8.12,-63.55,88.25,5.5
Poysdorf,0,AT,1566339340,78,48.67,16.63,77.0,5.82
Porto Tolle,0,IT,1566339341,83,44.95,12.32,78.01,1.12
Purpe,33,RU,1566339342,95,64.48,76.69,52.0,12.46
Veseloyarsk,0,RU,1566339343,59,51.29,81.11,54.77,2.98
Haines Junction,32,CA,1566339344,34,60.75,-137.51,48.47,4.81
Villarrica,0,CL,1566339345,82,-39.28,-72.23,55.4,4.7
Burnie,77,AU,1566339347,74,-41.05,145.91,50.0,18.99
Rawson,0,AR,1566339348,58,-43.3,-65.11,43.43,11.34
Fort Worth,40,US,1566339228,27,32.75,-97.33,102.2,14.99
Mogadishu,41,SO,1566339192,85,2.04,45.34,75.83,16.02
Aksu,0,KZ,1566339351,76,52.04,76.93,50.0,2.24
Jumla,40,NP,1566339352,95,29.28,82.18,51.17,2.24
Muli,90,CN,1566339354,70,28.08,109.56,73.67,2.13
Dzilam Gonzalez,8,MX,1566339355,91,21.28,-88.93,81.0,7.0
Beringovskiy,0,RU,1566339356,57,63.05,179.32,50.99,8.61
Erenhot,0,CN,1566339357,51,43.65,111.97,59.63,9.17
La Rioja,0,AR,1566339358,48,-29.41,-66.86,51.53,6.04
Aberdeen,1,US,1566339174,39,46.98,-123.82,82.99,12.75
Obama,99,JP,1566339360,94,35.49,135.74,80.01,2.64
Bacong,39,PH,1566339363,72,6.14,124.31,81.59,5.12
Sokoni,0,CD,1566339364,36,-12.89,28.78,55.13,7.47
Saint-Louis,20,SN,1566339365,83,16.03,-16.5,82.4,6.93
San Cristobal,98,HN,1566339366,72,14.68,-86.92,78.17,3.83
Weilburg,0,DE,1566339367,77,50.48,8.27,64.0,9.17
Champerico,75,MX,1566339369,73,16.38,-93.6,77.0,8.05
Richards Bay,23,ZA,1566339370,73,-28.77,32.06,66.83,12.46
San Juan,0,AR,1566339312,50,-31.54,-68.53,46.85,6.85
Yendi,91,GH,1566339372,94,9.45,0.0,74.75,3.4
Issoire,0,FR,1566339373,81,45.54,3.25,53.6,5.82
Mandalgovi,100,MN,1566339375,77,45.76,106.27,48.11,3.44
Galesong,20,ID,1566339377,73,-5.32,119.37,77.0,4.7
Bosanska Kostajnica,0,HR,1566339245,88,45.22,16.54,73.4,0.78
Jiuquan,97,CN,1566339379,19,39.73,98.49,67.01,5.93
Rio Grande,40,BR,1566339112,75,-32.03,-52.1,46.4,6.93
Bheramara,100,BD,1566339381,89,24.02,89.0,80.15,5.91
Russkaya Polyana,67,RU,1566339382,76,53.78,73.88,52.97,3.65
Vestmannaeyjar,100,IS,1566339384,80,63.44,-20.27,51.89,32.75
Kirensk,2,RU,1566339385,96,57.78,108.12,43.61,1.66
Pueblo,1,US,1566339162,8,38.25,-104.61,102.0,8.05
Ust-Kulom,66,RU,1566339387,99,61.69,53.69,54.95,3.89
Harur,100,IN,1566339388,96,12.06,78.48,72.77,7.29
Hendersonville,75,US,1566339184,59,36.3,-86.62,95.0,3.74
Calabozo,37,VE,1566339391,82,8.92,-67.43,85.01,2.73
Kalmunai,100,LK,1566339392,78,7.42,81.82,77.45,2.39
Douglas,75,US,1566339394,33,58.28,-134.39,62.6,13.87
Prince Rupert,90,CA,1566339395,82,54.32,-130.32,60.8,9.17
Mount Gambier,90,AU,1566339396,93,-37.83,140.78,51.8,16.11
Balasore,100,IN,1566339397,89,21.5,86.92,79.25,2.37
Manitowoc,20,US,1566339162,74,44.09,-87.66,82.99,9.17
Thaton,100,MM,1566339400,88,16.91,97.37,78.53,12.01
Buta,84,CD,1566339401,93,2.79,24.73,69.89,1.79
Borzna,0,UA,1566339402,62,51.25,32.43,67.55,6.46
San Lorenzo,16,HN,1566339403,44,13.43,-87.45,94.37,4.41
Nago,0,IT,1566339405,69,45.88,10.89,80.6,4.7
Moron,65,HT,1566339406,71,18.56,-74.26,83.75,5.12
Ventersburg,0,ZA,1566339407,42,-28.08,27.14,49.73,11.9
Boysun,0,UZ,1566339408,36,38.2,67.2,51.71,3.6
Rio Gallegos,0,AR,1566339409,75,-51.62,-69.22,41.0,14.99
Colac,94,AU,1566339410,98,-38.34,143.59,53.01,3.0
